ean,brand,title_alt,title_neu,final,len_alt,len_neu,ok
5711157030110,Needit,Needit Park Mini parking disc,Needit NEU,Needit Park Mini parking disc,29,10,NEIN
5711157080382,Needit,Needit Park Lite One parking disc,Needit NEU,Needit Park Lite One parking disc,33,10,NEIN
0740617337426,Kingston Technology,Kingston Technology FURY Beast 16GB 3600MT/s DDR4 CL18 DIMM RGB,Kingston Technology FURY RAM Arbeitsspeicher 16GB DDR4 NEU,Kingston Technology FURY RAM Arbeitsspeicher 16GB DDR4 NEU,63,58,JA
0740617337815,Kingston Technology,Kingston Technology FURY 16GB 3600MT/s DDR4 CL16 DIMM (2er-Kit) Renegade Black,Kingston Technology FURY 16GB RAM Arbeitsspeicher DDR4 2x Kit NEU,Kingston Technology FURY 16GB RAM Arbeitsspeicher DDR4 2x Kit NEU,78,65,JA
6974316999881,Govee,Govee H70BC Intelligente Strangleuchte Wi-Fi/Bluetooth,Govee H70BC Bluetooth NEU,Govee H70BC Intelligente Strangleuchte Wi-Fi/Bluetooth,54,25,NEIN
4054278661810,Kärcher,Kärcher WD 6 P S V-30/6/22/T,Kärcher WD 6 NEU,Kärcher WD 6 P S V-30/6/22/T,28,16,NEIN
0840080554570,Amazon,Amazon Kindle Scribe e-book reader,Amazon 16GB NEU,Amazon Kindle Scribe e-book reader,34,15,NEIN
4897098681367,TP-Link,TP-Link Tapo L930-5 Intelligenter Leuchtstreifen WLAN,TP-Link L930-5 802.11b NEU,TP-Link Tapo L930-5 Intelligenter Leuchtstreifen WLAN,53,26,NEIN
8885020623994,TP-Link,TP-Link Festa FS318G Managed Gigabit Ethernet (10/100/1000) Weiß,TP-Link FS318G NEU,TP-Link Festa FS318G Managed Gigabit Ethernet (10/100/1000) Weiß,64,18,NEIN
0017817852470,Bose,Bose 887612-0100 portable/party speaker,Bose Lautsprecher IP67 NEU,Bose 887612-0100 portable/party speaker,39,26,NEIN
4210201408567,Braun,Braun 408567 Elektrische Zahnbürste Erwachsener Vibrierende Zahnbürste Schwarz,Braun NEU,Braun 408567 Elektrische Zahnbürste Erwachsener Vibrierende Zahnbürste Schwarz,78,9,NEIN
4015867163146,Equip,"Equip Cat.6 S/FTP Patchkabel, 0.5m, Grau",Equip FTP LAN Netzwerkkabel 0.5m NEU,Equip FTP LAN Netzwerkkabel 0.5m NEU,40,36,JA
6976233677163,Dreame,"Dreame X40 Master 0,3 l Schwarz",Dreame X40 NEU,"Dreame X40 Master 0,3 l Schwarz",31,14,NEIN
3660619408184,Seagate,"Seagate Basic Externe Festplatte 2 TB 2.5"" 2.0 Silber",Seagate Festplatte HDD 2TB NEU,Seagate Festplatte HDD 2TB NEU,53,30,JA
4260557512722,Toshiba,Toshiba S300 Pro Surveillance internal hard drive,Toshiba S300 10TB NEU,Toshiba S300 Pro Surveillance internal hard drive,49,21,NEIN
0649528906564,Crucial,Crucial CT2K32G48C40S5 memory module,Crucial CT2K32G48C40S5 RAM Arbeitsspeicher 64GB 4800MHz DDR5 2x Kit NEU,Crucial CT2K32G48C40S5 RAM Arbeitsspeicher 64GB 4800MHz DDR5 2x Kit NEU,36,71,JA
6938818306578,Yealink,Yealink WH67 UC Headset,Yealink WH67 UC Headset kabellos NEU,Yealink WH67 UC Headset kabellos NEU,23,36,JA
0017817768429,Bose,Bose SoundLink Micro Bluetooth speaker,Bose SoundLink Micro Bluetooth Lautsprecher 9m kabellos NEU,Bose SoundLink Micro Bluetooth Lautsprecher 9m kabellos NEU,38,59,JA
6970229250545,,beurer TL 35 Tageslichtlampe Weiß,TL 35 NEU,beurer TL 35 Tageslichtlampe Weiß,33,9,NEIN
5999056126534,Dell,DELL 0M0RT Netzteil & Spannungsumwandler Drinnen 65 W Schwarz,Dell M0RT ATX Netzteil 1m 65W NEU,Dell M0RT ATX Netzteil 1m 65W NEU,61,33,JA
6975069300863,PETKIT,PETKIT Breezy 2,PETKIT Breezy 2 NEU,PETKIT Breezy 2,15,19,NEIN
6975069303956,PETKIT,PETKIT N50-2.0,PETKIT N50-2 NEU,PETKIT N50-2.0,14,16,NEIN
6975069305240,PETKIT,PETKIT N60-3pcs,PETKIT N60-3 NEU,PETKIT N60-3pcs,15,16,NEIN
6973293800807,PETKIT,PETKIT PK-N1 pet nail clipper,PETKIT PK-N1 NEU,PETKIT PK-N1 pet nail clipper,29,16,NEIN
4548736166554,Sony,Sony WHCH720NP.CE7 headphones/headset,Sony WHCH720NP Headset kabellos NEU,Sony WHCH720NP Headset kabellos NEU,37,35,JA
6973293802276,PETKIT,PETKIT 1 dog/cat feeder/waterer,PETKIT NEU,PETKIT 1 dog/cat feeder/waterer,31,10,NEIN
4211125614034,IL,IL 11 Rotlicht 100W Infrarotlampe,IL 100W NEU,IL 11 Rotlicht 100W Infrarotlampe,33,11,NEIN
4211125608101,TL,"TL 80 (wei, Tageslichtlampe)",TL NEU,"TL 80 (wei, Tageslichtlampe)",28,6,NEIN
0843367136858,Lexar,Lexar NM990,Lexar NM990 2TB NEU,Lexar NM990,11,19,NEIN
4897082669432,EcoFlow,EcoFlow LFP Battery Power Cable portable power station accessory,EcoFlow LFP NEU,EcoFlow LFP Battery Power Cable portable power station accessory,64,15,NEIN
4895251625005,EcoFlow,EcoFlow EFL-DELTAPRO348DH-0.85M portable power station accessory,EcoFlow EFL-DELTAPRO348DH-0 0.85m NEU,EcoFlow EFL-DELTAPRO348DH-0 0.85m NEU,64,37,JA
4895251600545,EcoFlow,EcoFlow SCLI-B camping lantern,EcoFlow SCLI-B IP54 NEU,EcoFlow SCLI-B camping lantern,30,23,NEIN
8719706436908,Seagate,"Seagate SkyHawk Interne Festplatte 12 TB 7200 RPM 512 MB 3.5"" Serial ATA III",Seagate Festplatte HDD 12TB NEU,Seagate Festplatte HDD 12TB NEU,76,31,JA
8719706022125,Seagate,"Seagate Enterprise ST6000NM020B Interne Festplatte 6 TB 7200 RPM 256 MB 3.5"" SAS",Seagate ST6000NM020B Festplatte HDD 6TB NEU,Seagate ST6000NM020B Festplatte HDD 6TB NEU,80,43,JA
0843367136803,Lexar,Lexar Professional NM1090 PRO,Lexar NM1090 PRO 4TB NEU,Lexar Professional NM1090 PRO,29,24,NEIN
6975069301778,PETKIT,PETKIT HG-P-EU,PETKIT HG-P-EU NEU,PETKIT HG-P-EU,14,18,NEIN
8718699771126,Philips,Philips Hue White and Color ambiance Bloom Tischleuchte schwarz,Philips Bluetooth NEU,Philips Hue White and Color ambiance Bloom Tischleuchte schwarz,63,21,NEIN
4582761161511,Kioxia,Kioxia Exceria G3,Kioxia G3 2TB NEU,Kioxia Exceria G3,17,17,NEIN
4582761161504,Kioxia,Kioxia Exceria G3,Kioxia G3 1TB NEU,Kioxia Exceria G3,17,17,NEIN
4582761160286,Kioxia,Kioxia Exceria PRO G2,Kioxia Exceria PRO G2 1TB NEU,Kioxia Exceria PRO G2,21,29,NEIN
4582761161108,Kioxia,Kioxia LSF10Z001TG8 internal solid state drive,Kioxia LSF10Z001TG8 1TB NEU,Kioxia LSF10Z001TG8 internal solid state drive,46,27,NEIN
4582761160293,Kioxia,Kioxia Exceria PRO G2,Kioxia Exceria PRO G2 2TB NEU,Kioxia Exceria PRO G2,21,29,NEIN
6978515250514,Dreame,Dreame H15 Mix 2-in-1-Stabstaubsauger Akku Trocken&Nass Beutellos 400 W Schwarz 5 Ah,Dreame H15 400W NEU,Dreame H15 Mix 2-in-1-Stabstaubsauger Akku Trocken&Nass Beutellos 400 W Schwarz 5 Ah,84,19,NEIN
4582563854000,Kioxia,Kioxia Exceria G2,Kioxia G2 2TB NEU,Kioxia Exceria G2,17,17,NEIN
4582563857872,Kioxia,Kioxia Exceria Plus G3,Kioxia G3 1TB NEU,Kioxia Exceria Plus G3,22,17,NEIN
3030050179880,BaByliss,BaByliss Hydro-Fusion Hydro Fusion Smooth & Shape,BaByliss NEU,BaByliss Hydro-Fusion Hydro Fusion Smooth & Shape,49,12,NEIN
6973293808896,PETKIT,PETKIT EverSweet Solo 2,PETKIT EverSweet Solo 2 NEU,PETKIT EverSweet Solo 2,23,27,NEIN
6975069302713,PETKIT,PETKIT YUMSHARE Dual dog/cat feeder/waterer,PETKIT YUMSHARE NEU,PETKIT YUMSHARE Dual dog/cat feeder/waterer,43,19,NEIN
6975069307244,PETKIT,PETKIT T7-EU,PETKIT T7-EU NEU,PETKIT T7-EU,12,16,NEIN
6975069307107,PETKIT,PETKIT Eversweet Max 2 -100 P4116,PETKIT P4116 NEU,PETKIT Eversweet Max 2 -100 P4116,33,16,NEIN
6975069306278,PETKIT,PETKIT Max Pro 2,PETKIT Max Pro 2 NEU,PETKIT Max Pro 2,16,20,NEIN
6975069307305,PETKIT,PETKIT Eversweet Max - UVC Pumpe P4113,PETKIT UVC NEU,PETKIT Eversweet Max - UVC Pumpe P4113,38,14,NEIN
6975069307091,PETKIT,PETKIT Eversweet Max UVC Pumpe P41161,PETKIT UVC NEU,PETKIT Eversweet Max UVC Pumpe P41161,37,14,NEIN
5711157080412,Needit,Needit Park Lite One parking disc,Needit NEU,Needit Park Lite One parking disc,33,10,NEIN
6970135036530,Ecovacs,"Ecovacs Deebot MINI Blue Blau, Weiß",Ecovacs NEU,"Ecovacs Deebot MINI Blue Blau, Weiß",35,11,NEIN
4260557513446,Toshiba,Toshiba MG10ADA10TE-V internal hard drive,Toshiba MG10ADA10TE-V 10TB NEU,Toshiba MG10ADA10TE-V 10TB NEU,41,30,JA
8886419332565,Razer,Razer Mamba Elite mouse,Razer Mamba Elite Maus NEU,Razer Mamba Elite mouse,23,26,NEIN
4211125572112,Elektrisches,Elektrisches Maniküre-/Pediküregerät,Elektrisches NEU,Elektrisches Maniküre-/Pediküregerät,36,16,NEIN
4211125648145,Massageball,Massageball mit Vibration MG 10 (schwarz),Massageball MG 10 NEU,Massageball mit Vibration MG 10 (schwarz),41,21,NEIN
4895251601429,EcoFlow,EcoFlow ZMM100-COMBO1-EU interface hub,EcoFlow ZMM100-COMBO1-EU NEU,EcoFlow ZMM100-COMBO1-EU interface hub,38,28,NEIN
0023942989387,Verbatim,Verbatim Slimline CD/DVD Optisches Laufwerk DVD-RW Schwarz,Verbatim DVD RAM Arbeitsspeicher USB 2.0 NEU,Verbatim DVD RAM Arbeitsspeicher USB 2.0 NEU,58,44,JA
0023942535041,Verbatim,Verbatim External Slimline CD/DVD Writer Optisches Laufwerk DVD±RW Schwarz,Verbatim DVD USB 2.0 NEU,Verbatim External Slimline CD/DVD Writer Optisches Laufwerk DVD±RW Schwarz,74,24,NEIN
0023942321200,Verbatim,Verbatim UTA-05 Universal Schwarz AC Drinnen,Verbatim UTA-05 NEU,Verbatim UTA-05 Universal Schwarz AC Drinnen,44,19,NEIN
0023942321217,Verbatim,Verbatim UTA-06 Schwarz Drinnen,Verbatim UTA-06 NEU,Verbatim UTA-06 Schwarz Drinnen,31,19,NEIN
3800235262214,Shelly,"Shelly Relais ""3EM"" WLAN Stromzähler 3x 120A Inkl. 3 Klemmen Messfunktion DIN",Shelly NEU,"Shelly Relais ""3EM"" WLAN Stromzähler 3x 120A Inkl. 3 Klemmen Messfunktion DIN",77,10,NEIN
0023942321460,Verbatim,Verbatim 32146 Kabelloser Display-Adapter USB Full-HD Desktop,Verbatim WLAN USB Adapter 3.2 802.11a NEU,Verbatim WLAN USB Adapter 3.2 802.11a NEU,61,41,JA
4895251605830,EcoFlow,EcoFlow 50036001 solar panel accessory,EcoFlow IP54 NEU,EcoFlow 50036001 solar panel accessory,38,16,NEIN
0023942320319,Verbatim,Verbatim 32031 Externes Solid State Drive 1 TB USB Typ-C USB 3.2 Gen 2x2 Grau,Verbatim 1TB USB 3.2 NEU,Verbatim 32031 Externes Solid State Drive 1 TB USB Typ-C USB 3.2 Gen 2x2 Grau,77,24,NEIN
4211125370008,,beurer UB 90 Wärmeunterbett weiß 60 W,UB 90 60W NEU,beurer UB 90 Wärmeunterbett weiß 60 W,37,13,NEIN
0718037906256,Western Digital,Western Digital WD Blue SN5100,Western Digital WD 1TB NEU,Western Digital WD Blue SN5100,30,26,NEIN
0023942324034,Verbatim,"Verbatim Portable 15.6"" FHD Dual Monitor Essentials Tragbarer Monitor Schwarz 39,6 cm (15.6"") LCD 1920 x 1080 Pixel",Verbatim FHD Monitor Full HD NEU,Verbatim FHD Monitor Full HD NEU,115,32,JA
0023942320883,Verbatim,"Verbatim 32088 TV-Gerät/Monitor tragbar Tragbarer Monitor Schwarz 35,6 cm (14"") LED 1920 x 1080 Pixel",Verbatim LED 1920 Monitor Full HD NEU,Verbatim LED 1920 Monitor Full HD NEU,101,37,JA
4897098685143,TP-Link,TP-Link Tapo Akku-Pack,TP-Link Tapo Akku-Pack NEU,TP-Link Tapo Akku-Pack,22,26,NEIN
4897098685105,TP-Link,TP-Link Tapo C420S1 CCTV Sicherheitskamera Innen & Außen 2560 x 1440 Pixel,TP-Link C420S1 CCTV kabellos NEU,TP-Link C420S1 CCTV kabellos NEU,74,32,JA
8885021370194,TP-Link,TP-Link WL-AP Access Point Festa F61 Ceiling Mount (AX1800),TP-Link AP WLAN Access Point NEU,TP-Link AP WLAN Access Point NEU,59,32,JA
4015867594810,Equip,"Equip Cat.6 S/FTP Patchkabel, 7.5m, Weiß",Equip FTP LAN Netzwerkkabel 7.5m NEU,Equip FTP LAN Netzwerkkabel 7.5m NEU,40,36,JA
4015867594865,Equip,"Equip Cat.6 S/FTP Patchkabel, 30m, Weiß",Equip FTP LAN Netzwerkkabel 30m NEU,Equip FTP LAN Netzwerkkabel 30m NEU,39,35,JA
4015867229613,Equip,"Equip Cat.6A S/FTP Patchkabel, 2.0 m, Grau",Equip FTP LAN Netzwerkkabel 2.0m NEU,Equip FTP LAN Netzwerkkabel 2.0m NEU,42,36,JA
4015867107829,Equip,"Equip USB 2.0 A to Mini-B Kabel, 1.8m",Equip USB Kabel 2.0 1.8m NEU,Equip USB 2 Kabel 2.0 1.8m NEU,37,28,NEIN
4015867229590,Equip,Equip 606702 networking cable,Equip LAN Netzwerkkabel 0.5m NEU,Equip LAN Netzwerkkabel 0.5m NEU,29,32,JA
4015867229583,Equip,"Equip Cat.6A S/FTP Patchkabel, 0.25 m, Grau",Equip FTP LAN Netzwerkkabel 0.25m NEU,Equip FTP LAN Netzwerkkabel 0.25m NEU,43,37,JA
4015867229620,Equip,"Equip Cat.6A S/FTP Patchkabel, 3.0 m, Grau",Equip FTP LAN Netzwerkkabel 3.0m NEU,Equip FTP LAN Netzwerkkabel 3.0m NEU,42,36,JA
4015867229637,Equip,"Equip Cat.6A S/FTP Patchkabel, 5.0 m, Grau",Equip FTP LAN Netzwerkkabel 5.0m NEU,Equip FTP LAN Netzwerkkabel 5.0m NEU,42,36,JA
4015867229606,Equip,"Equip Cat.6A S/FTP Patchkabel, 1.0 m, Grau",Equip FTP LAN Netzwerkkabel 1.0m NEU,Equip FTP LAN Netzwerkkabel 1.0m NEU,42,36,JA
4015867164754,Equip,"Equip USB 2.0 A auf Kabel, M/M, 1.8m , Schwarz",Equip USB-C Kabel USB 2.0 1.8m NEU,Equip USB-C Kabel USB 2.0 1.8m NEU,46,34,JA
4779051843268,Teltonika,Teltonika DAP142,Teltonika DAP142 NEU,Teltonika DAP142,16,20,NEIN
4779051840472,Teltonika,Teltonika RUTM09 wired router,Teltonika RUTM09 WLAN Router NEU,Teltonika RUTM09 WLAN Router NEU,29,32,JA
4779027312620,Teltonika,Teltonika TRB141 gateway/controller,Teltonika TRB141 128MB 1200MHz IP30 NEU,Teltonika TRB141 128MB 1200MHz IP30 NEU,35,39,JA
4779051840328,Teltonika,Teltonika PR1KCS28 network antenna,Teltonika PR1KCS28 NEU,Teltonika PR1KCS28 network antenna,34,22,NEIN
4779051840618,Teltonika,Teltonika PR2LA15B networking cable,Teltonika PR2LA15B 5m NEU,Teltonika PR2LA15B networking cable,35,25,NEIN
7109806196979,Mitel,Mitel 622dt Handset,Mitel NEU,Mitel 622dt Handset,19,9,NEIN
7109806202571,Mitel,Mitel 722dt DECT Set,Mitel DECT NEU,Mitel 722dt DECT Set,20,14,NEIN
7109806202564,Mitel,Mitel 712dt DECT Set,Mitel DECT NEU,Mitel 712dt DECT Set,20,14,NEIN
7109806196986,Mitel,Mitel 632dt Handset,Mitel NEU,Mitel 632dt Handset,19,9,NEIN
7109806196962,Mitel,Mitel 612dt Handset,Mitel NEU,Mitel 612dt Handset,19,9,NEIN
7109806196993,Mitel,Mitel 612dt Set,Mitel NEU,Mitel 612dt Set,15,9,NEIN
7109806197006,Mitel,Mitel 622dt Set,Mitel NEU,Mitel 622dt Set,15,9,NEIN
0023942438908,Verbatim,Verbatim External Slimline Optisches Laufwerk Blu-Ray RW Schwarz,Verbatim RW USB 3.2 NEU,Verbatim External Slimline Optisches Laufwerk Blu-Ray RW Schwarz,64,23,NEIN
5704174219279,Dell,DELL E5 Netzteil & Spannungsumwandler Drinnen 65 W Schwarz,Dell E5 ATX Netzteil 65W NEU,Dell E5 N ATX Netzteil 65W NEU,58,28,NEIN
0198415314048,HP,HP USB-C 100W G6 Dock Kabelgebunden USB 3.2 Gen 2 (3.1 Gen 2) Type-C Schwarz,HP USB-C Kabel USB 3.2 100W NEU,HP USB-C Kabel USB 3.2 100W NEU,76,31,JA
4260771516346,,tecXL EliteDesk 800 G4 MP,XL 16GB NEU,tecXL EliteDesk 800 G4 MP,25,11,NEIN
4260771516339,PC,PC HP EliteDesk 800 G4 MP i5-8500T/16GB/512GBSSD/Wlan/Bluetooth W11P,PC HP 16GB Bluetooth NEU,PC HP EliteDesk 800 G4 MP i5-8500T/16GB/512GBSSD/Wlan/Bluetooth W11P,68,24,NEIN
4262431594756,PC,PC HP EliteDesk 800 G6 MP i5-10500T/16GB/512GBSSD/Wlan+BT W11P,PC HP 16GB NEU,PC HP EliteDesk 800 G6 MP i5-10500T/16GB/512GBSSD/Wlan+BT W11P,62,14,NEIN
4262431593452,PC,PC tecXL Lenovo ThinkCentre M80q MP,PC XL NEU,PC tecXL Lenovo ThinkCentre M80q MP,35,9,NEIN
4262504943337,,tecXL ThinkPad T14 Gen 2 (Intel),XL 16GB NEU,tecXL ThinkPad T14 Gen 2 (Intel),32,11,NEIN
4262504946918,PC,PC tecXL Dell OptiPlex 7070 MP i5-9400 2.90GHz | 16GB | 512GB | Win11Pro,PC XL 16GB NEU,PC tecXL Dell OptiPlex 7070 MP i5-9400 2.90GHz | 16GB | 512GB | Win11Pro,72,14,NEIN
4262431592554,N15,"N15 tecXL HP EliteBook 850 G7 (15,6"")",N15 XL HP NEU,"N15 tecXL HP EliteBook 850 G7 (15,6"")",37,13,NEIN
4262575240144,TFT,"TFT tecXL Asus BE24WQLB - LED-Monitor - (24.1"")",TFT XL Monitor NEU,"TFT tecXL Asus BE24WQLB - LED-Monitor - (24.1"")",47,18,NEIN
4262504949742,TFT,"TFT tecXL Lenovo ThinkVision T24i - LED-Monitor - (24"")",TFT XL Monitor NEU,"TFT tecXL Lenovo ThinkVision T24i - LED-Monitor - (24"")",55,18,NEIN
4262431599614,PC,PC tecXL HP PRodesk 600 G4 MT i3-8100 / 16GB /512GB SSD W 11pro,PC XL HP SSD 16GB NEU,PC tecXL HP PRodesk 600 G4 MT i3-8100 / 16GB /512GB SSD W 11pro,63,21,NEIN
0199274117238,Lenovo,Lenovo Thinkpad P14s G5 RYZ5Pro 8640HS/16GB/512SSD/W11Pro LTE 4G,Lenovo P14 16GB NEU,Lenovo Thinkpad P14s G5 RYZ5Pro 8640HS/16GB/512SSD/W11Pro LTE 4G,64,19,NEIN
8719706021166,Seagate,"Seagate Enterprise ST2000NM000B Interne Festplatte 2 TB 7200 RPM 256 MB 3.5"" Serial ATA III",Seagate ST2000NM000B Festplatte HDD 2TB NEU,Seagate ST2000NM000B Festplatte HDD 2TB NEU,91,43,JA
0843367123148,Lexar,Lexar NM620,Lexar NM620 256GB NEU,Lexar NM620,11,21,NEIN
0843367129706,Lexar,Lexar NM710,Lexar NM710 1TB NEU,Lexar NM710,11,19,NEIN
8719706027298,Seagate,"Seagate Enterprise ST4000NM027B Interne Festplatte 4 TB 7200 RPM 256 MB 3.5"" SAS",Seagate ST4000NM027B Festplatte HDD 4TB NEU,Seagate ST4000NM027B Festplatte HDD 4TB NEU,80,43,JA
4211125104047,HT,HT 85 Rotierende Warmluftbürste ICONIC PRO 1000W Ionenfunktion 104.04,HT ICONIC PRO 1000W NEU,HT 85 Rotierende Warmluftbürste ICONIC PRO 1000W Ionenfunktion 104.04,69,23,NEIN
4211125591199,,beurer HT 80 Warmluftbürste schwarz,HT 80 NEU,beurer HT 80 Warmluftbürste schwarz,35,9,NEIN
0195950667523,Apple,Apple AirTag,Apple AirTag NEU,Apple AirTag,12,16,NEIN
6932554430757,Xiaomi,Xiaomi 5 Pro,Xiaomi NEU,Xiaomi 5 Pro,12,10,NEIN
5032037284837,Intel,Intel Core Ultra 7 270K Plus processor,Intel Prozessor CPU NEU,Intel Core Ultra 7 270K Plus processor,38,23,NEIN
4582761160187,Card,Card Kioxia SD Exceria Plus 128GB,Card SD 128GB NEU,Card Kioxia SD Exceria Plus 128GB,33,17,NEIN
4582563850521,Kioxia,Kioxia TransMemory U365 USB flash drive,Kioxia U365 USB-Stick 256GB NEU,Kioxia U365 USB-Stick 256GB NEU,39,31,JA
4582563857261,Kioxia,Kioxia LNEX2L001TG4 memory card,Kioxia LNEX2L001TG4 Speicherkarte 1TB NEU,Kioxia LNEX2L001TG4 Speicherkarte 1TB NEU,31,41,JA
4582563851856,Kioxia,Kioxia Exceria,Kioxia Exceria 480GB NEU,Kioxia Exceria,14,24,NEIN
1210000624253,NOCO,NOCO AX65 | Boost Air 12V 5250A | Jump Starter and Air Compressor,NOCO AX65 NEU,NOCO AX65 | Boost Air 12V 5250A | Jump Starter and Air Compressor,65,13,NEIN
1210000619259,NOCO,NOCO GENIUS2EU | 2A Battery Charger | Genius Battery Chargers,NOCO GENIUS2EU NEU,NOCO GENIUS2EU | 2A Battery Charger | Genius Battery Chargers,61,18,NEIN
1210000615022,NOCO,NOCO GB40 | Boost 12V 1000A Jump Starter | Boost Jump Starters,NOCO GB40 NEU,NOCO GB40 | Boost 12V 1000A Jump Starter | Boost Jump Starters,62,13,NEIN
1210000620064,NOCO,NOCO GBX45 vehicle jump starter,NOCO GBX45 IP65 NEU,NOCO GBX45 vehicle jump starter,31,19,NEIN
1210000624260,NOCO,NOCO AL5 | 5A Lithium Air Inflator | Air Inflators,NOCO AL5 NEU,NOCO AL5 | 5A Lithium Air Inflator | Air Inflators,50,12,NEIN
1210000615015,NOCO,NOCO GB20 vehicle jump starter,NOCO GB20 IP65 NEU,NOCO GB20 vehicle jump starter,30,18,NEIN
8885022190043,ANTHBOT,ANTHBOT Genie 1000 Mähroboter,ANTHBOT NEU,ANTHBOT Genie 1000 Mähroboter,29,11,NEIN
8885022190173,ANTHBOT,"ANTHBOT ""RTK Wall Mount Kit",ANTHBOT RTK NEU,"ANTHBOT ""RTK Wall Mount Kit",27,15,NEIN
0850047123572,Chipolo,"Chipolo POP 4 Pack - Tracking tag compatible with Apple Find My on iPhone (Black, Red, White, Blue)",Chipolo POP 4 NEU,"Chipolo POP 4 Pack - Tracking tag compatible with Apple Find My on iPhone (Black, Red, White, Blue)",99,17,NEIN
6973293800258,PETKIT,PETKIT Refill-50ml-4pcs,PETKIT Refill-50ml-4pcs NEU,PETKIT Refill-50ml-4pcs,23,27,NEIN
6975069302959,PETKIT,PETKIT Filter5.0-5pcs,PETKIT Filter5.0-5pcs NEU,PETKIT Filter5.0-5pcs,21,25,NEIN
6973293803860,PETKIT,PETKIT Eversweet Trinkbrunnen Filter 5Stk.,PETKIT NEU,PETKIT Eversweet Trinkbrunnen Filter 5Stk.,42,10,NEIN
6973293808971,PETKIT,PETKIT Katzenstreu 5 in 1 Tofu Aktivkohle klumpend staubarm 3 Beutel,PETKIT NEU,PETKIT Katzenstreu 5 in 1 Tofu Aktivkohle klumpend staubarm 3 Beutel,68,10,NEIN
6975069302768,PETKIT,PETKIT YUMSHARE Solo dog/cat feeder/waterer,PETKIT YUMSHARE NEU,PETKIT YUMSHARE Solo dog/cat feeder/waterer,43,19,NEIN
4015867153123,Equip,Equip DisplayPort auf DVI-I-Dual-Link Adapter,Equip DVI-I-D Adapter 2m NEU,Equip DisplayPort auf DVI-I-Dual-Link Adapter,45,28,NEIN
6973293800371,PETKIT,PETKIT Pura Max 2 & Pura X Auffangmatte wasserfest Katzenstreumatte,PETKIT NEU,PETKIT Pura Max 2 & Pura X Auffangmatte wasserfest Katzenstreumatte,67,10,NEIN
6975069304892,PETKIT,PETKIT Purobot Ultra Sandpit Litter Bags - Pack of 1,PETKIT NEU,PETKIT Purobot Ultra Sandpit Litter Bags - Pack of 1,52,10,NEIN
6975069301846,PETKIT,PETKIT Wireless Pump-UVC for Sales,PETKIT UVC kabellos NEU,PETKIT Wireless Pump-UVC for Sales,34,23,NEIN
6975069305691,PETKIT,PETKIT Easy Step Trittbrett Katzentoilette fr PURAMAX/2 & PUROBOT Max Pro/Ultra,PETKIT PURAMAX NEU,PETKIT Easy Step Trittbrett Katzentoilette fr PURAMAX/2 & PUROBOT Max Pro/Ultra,79,18,NEIN
4061245025452,SOL-50,"SOL-50 5,5x22mm Bohrschraube Alu / Alu Edelstahl",SOL-50 NEU,"SOL-50 5,5x22mm Bohrschraube Alu / Alu Edelstahl",48,10,NEIN
0023942322030,Verbatim,"Verbatim GNC-140 Universal Schwarz, Grau AC Schnellladung Drinnen",Verbatim GNC-140 NEU,"Verbatim GNC-140 Universal Schwarz, Grau AC Schnellladung Drinnen",65,20,NEIN
0023942321552,Verbatim,Verbatim 32155 Schnittstellen-Hub USB 3.2 Gen 1 (3.1 Gen 1) Type-C 5000 Mbit/s Grau,Verbatim USB Hub 3.2 NEU,Verbatim 32155 Schnittstellen-Hub USB 3.2 Gen 1 (3.1 Gen 1) Type-C 5000 Mbit/s Grau,83,24,NEIN
0023942322177,Verbatim,Verbatim GaN Charger 65W Universal Schwarz AC Schnellladung Drinnen,Verbatim AC 8m 65W NEU,Verbatim GaN Charger 65W Universal Schwarz AC Schnellladung Drinnen,67,22,NEIN
0193124916453,Lenovo,Lenovo 40AS0090EU laptop-dockingstation & portreplikator Kabelgebunden USB 3.2 Gen 1 (3.1 Gen 1) Type-C Schwarz,Lenovo AS0090EU USB-C Kabel USB 3.2 NEU,Lenovo AS0090EU USB-C Kabel USB 3.2 NEU,111,39,JA
0718037899923,Western Digital,Western Digital Gold WD6004FRYZ internal hard drive,Western Digital WD6004FRYZ 6TB NEU,Western Digital WD6004FRYZ 6TB NEU,51,34,JA
4582563858435,Kioxia,Kioxia LMPL2M128GG2 memory card,Kioxia LMPL2M128GG2 Speicherkarte 128GB NEU,Kioxia LMPL2M128GG2 Speicherkarte 128GB NEU,31,43,JA
0195949333989,Apple,Apple MW2R3ZM/A lightning cable,Apple MW2R3ZM 2m NEU,Apple MW2R3ZM/A lightning cable,31,20,NEIN
0843367123773,Lexar,Lexar LD4AS016G-B3200GSST memory module,Lexar LD4AS016G-B3200GSST RAM Arbeitsspeicher 16GB 3200MHz DDR4 NEU,Lexar LD4AS016G-B3200GSST RAM Arbeitsspeicher 16GB 3200MHz DDR4 NEU,39,67,JA
8806097918448,Samsung,Samsung EB-U2500XJEGWW Powerbank 5000 mAh Kabelloses Aufladen Grau,Samsung EB-U2500XJEGWW Powerbank NEU,Samsung EB-U2500XJEGWW Powerbank NEU,66,36,JA
4895251641623,EcoFlow,EcoFlow GLACIER Classic 35L Mobile Kühlbox Gefrierbox Eiswrfelbereiter Camping,EcoFlow GLACIER NEU,EcoFlow GLACIER Classic 35L Mobile Kühlbox Gefrierbox Eiswrfelbereiter Camping,78,19,NEIN
