ItemNo;Description;Module;ItemMainGroup;ItemSubGroup;Stock;Price_B2B;ManufacturerCode;ManufacturerName;ReferenceNumber;GTIN;GrossWeight
REFT1004;T1A Lenovo ThinkPad X1 Yoga Gen 4 (14");REF;GRADE A;;187;220,26;T1A;Tier1Asset;L-X1YG4-DE-T104;5711603084766;2,26
REFT1005;T1A Lenovo ThinkPad X1 Yoga Gen 5 (14");REF;GRADE A;;71;350,18;T1A;Tier1Asset;L-X1YG5-DE-T103;5711603088016;2,232
REFT1007;T1A Lenovo ThinkPad X1 Carbon Gen 8 (14");REF;GRADE B;;7;385,70;T1A;Tier1Asset;L-X1CG8-DE-P101;5711603098626;1,955
REFT1008;T1A Lenovo ThinkPad X1 Yoga Gen 3 (14");REF;GRADE A;;1;329,88;T1A;Tier1Asset;L-X1Y-DE-T103;5711603074439;2,334
REFT1010;T1A Dell Latitude 5320 (13.3");REF;GRADE B;;14;263,90;T1A;Tier1Asset;L-5320-DE-P103;5711603085060;2,164
REFT1011;T1A Lenovo ThinkPad X1 Yoga Gen 6 (14");REF;GRADE B;;76;446,60;T1A;Tier1Asset;L-X1YG6-DE-P104;5711603086135;0
REFT1012;T1A Lenovo ThinkPad X1 Yoga Gen 7 (14");REF;GRADE A;;59;578,55;T1A;Tier1Asset;L-X1YG7-DE-T104;5711603086197;2,38
REFT1013;T1A Dell Latitude 5420 (14");REF;GRADE A;;45;284,20;T1A;Tier1Asset;L-5420-DE-T104;5711603088276;2,42
REFT1014;T1A Lenovo ThinkPad T14 Gen 2 (14");REF;GRADE A;;73;345,10;T1A;Tier1Asset;L-T14G2-DE-T101;5711603097995;2,38
REFU0009;Upcycle IT Lenovo ThinkCentre M90q Tiny;REF;GRADE A;;25;380,63;UPCYCLE IT;Upcycle IT;DESK-M90Q-TINY-A001;5713552042200;2,166
REFU0013;Upcycle IT HP EliteBook 840 G8 (14");REF;GRADE A;;28;370,48;UPCYCLE IT;Upcycle IT;LAP-840G8-DE-A001;5713552043412;2,22
SDXS0015;SanDisk SDSSDE61-1T00-G25 Extreme Portable 1TB SSD;SSD;SATA;EXTERN;143;143,50;SANDISK;SanDisk;SDSSDE61-1T00-G25;0619659182557;0,123
SDXS0023;SanDisk Extreme Pro Portable SSD 4TB SDSSDE81-4T00-G25;SSD;SATA;EXTERN;28;443,50;SANDISK;SanDisk;SDSSDE81-4T00-G25;0619659184735;0,18
SDXS0028;SanDisk Portable SDSSDE30-1T00-G26 1TB SSD Gen 2;SSD;SATA;EXTERN;500;116,00;SANDISK;SanDisk;SDSSDE30-1T00-G26;0619659204877;0,116
SDXS0033;Samsung Portable 2 TB T5 EVO Black MU-PH2T0S/EU;SSD;SATA;EXTERN;286;209,51;SAMSUNG;Samsung;MU-PH2T0S/EU;8806094905403;0,29
SDXS0034;Samsung Portable 4 TB T5 EVO Black MU-PH4T0S/EU;SSD;SATA;EXTERN;19;342,50;SAMSUNG;Samsung;MU-PH4T0S/EU;8806094905410;0,29
SDXS1020;Samsung Portable SSD MU-PC2T0H/WW T7 2TB Blue;SSD;SATA;EXTERN;152;239,51;SAMSUNG;Samsung;MU-PC2T0H/WW;8806090312403;0,31467
SDXS1022;Samsung Portable SSD T7 MU-PC1T0T/WW 1TB Black ;SSD;SATA;EXTERN;25;158,50;SAMSUNG;Samsung;MU-PC1T0T/WW;8806090351679;0,28267
SDXV0009;Verbatim Metal Mini SSD 1TB USB-C Gen 2 32031;SSD;SATA;EXTERN;39;159,25;VERB;Verbatim;32031;0023942320319;0,145
SHG0003;Govee - Glide Wall Light (4+1);BABHOME;CE;;500;30,78;GOVEE;Govee;B6062 (4+1);6974316994152;1,0925
SHG0013;Govee - Glide Hexa Light Panels - 5 Stück;BABHOME;CE;;500;42,19;GOVEE;Govee;B6061;6974316994251;1,6525
SHG0017;Govee - Gaming Smart Light Bars ;BABHOME;CE;;286;32,53;GOVEE;Govee;H6047;6974316994299;1,63667
SHG0019;Govee - Neon Gaming Table Light - 2m;BABHOME;CE;;467;24,20;GOVEE;Govee;H61C2;6974316994305;0,84167
SHG0020;Govee - PC Monitor Pro Kit for 27-34 inch Monitor;BABHOME;CE;;345;36,49;GOVEE;Govee;H6608;6974316994312;1,36833
SHG0021;Govee - Smart Wifi&BLE Light Bulb 1200lm;BABHOME;CE;;500;13,15;GOVEE;Govee;H60093C1;6974316992745;0,23933
SHG0022;Govee - 20 x clips mounting bracket for neon LED strip H61A1 profiles*;BABHOME;CE;;500;7,19;GOVEE;Govee;H1000001;6974316992295;0,052
SHG0023;Govee - Double Sided Tape (15pcs) for RGBIC Light Panels H6061*;BABHOME;CE;;500;4,54;GOVEE;Govee;H1061001;6974316993070;0,0625
SHG0024;Govee -Glide Hexa Light Panels Expansion Pack (2 Panels) with Linking Cables for Light Panels H6061*;BABHOME;CE;;500;19,79;GOVEE;Govee;H1061002;6974316994466;0,52786
SHG0033;Govee - LED Strip Lights Matter ready 5 Meter*;BABHOME;CE;;500;22,88;GOVEE;Govee;H612ACD1;6974316999911;0,56875
SHG0038;Govee - Smart Wifi&BLE Light Bulb 800lm ;BABHOME;CE;;500;5,63;GOVEE;Govee;H6004CC1;6974316999034;0,11905
SHG0042;Govee - Netflix Envisual TV Backlight 55~65 inch*;BABHOME;CE;;19;48,64;GOVEE;Govee;H6098CD1;6974316999874;0,86875
SHG0043;Govee - Netflix WIFI & Bluetooth Curtain Lighting;BABHOME;CE;;1;62,18;GOVEE;Govee;H70BCCA1;6974316999881;1,4375
SHG0044;Govee - Govee Gaming Wall light*;BABHOME;CE;;110;72,52;GOVEE;Govee;H6063312;6974316999997;2,43125
SHG0052;Govee - Neon Rope Light 2 Bracket - 20 pcs- White*;BABHOME;CE;;500;4,97;GOVEE;Govee;H10D1000;6974316999386;0,046
SHG0053;Govee - Neon Rope Light 2 Clips - 5 pcs - White*;BABHOME;CE;;416;4,97;GOVEE;Govee;H10D2000;6974316999393;0,053
SHG0054;Govee - Neon Rope Light 2 Bracket  - 20 pcs- Black*;BABHOME;CE;;112;4,97;GOVEE;Govee;H10D1001;6974316999409;0,048
SHG0055;Govee - Neon Rope Light 2 Clips - 5 pcs - Black *;BABHOME;CE;;189;4,97;GOVEE;Govee;H10D2001;6974316999416;0,053
SHG0057;Govee - RGBIC RGBIC TV Light Bars for 45-70 inch TVs*;BABHOME;CE;;369;37,35;GOVEE;Govee;H6046311;6974316995098;1,16857
SHG0064;Govee RGBICW Outdoor String Lights;BABHOME;CE;;9;48,92;GOVEE;Govee;H7025CB1;6974316995890;1,48833
SHG0067;Govee RGBICWW Outdoor Spotlights;BABHOME;CE;;111;54,71;GOVEE;Govee;H7093311;6974316993353;2,08
SHG0074;Govee Smart Wireless Meat Thermometer (2-Probe);BABHOME;CE;;500;54,81;GOVEE;Govee;B5192011;6974316996798;0,498
SHG0078;Govee RGBWW Smart LED Bulb (2Packs) E14;BABHOME;CE;;183;10,35;GOVEE;Govee;B600CC02;6974316993360;0,21438
SHG0091;Govee - String Lights 2S - 20M;BABHOME;CE;;2;50,65;GOVEE;Govee;H80C4C42;6974316990642;1,2
SHG0094;Govee - LED Christmas Light 20 Meter;BABHOME;CE;;489;50,65;GOVEE;Govee;H6870341;6974316995784;1,27917
SHG0099;Govee Three-camera TV Backlight 75-85inches;BABHOME;CE;;14;123,73;GOVEE;Govee;R2A81C11;6974316993117;1,48
SHP0012;Philips Hue Bloom gen4 EU/UK black;BABHOME;CE;;7;50,24;PHILIPS;Philips;929002376001;8718699771126;0,825
SHP0016;Philips Hue gradient lightstrip ext EU;BABHOME;CE;;1;37,25;PHILIPS;Philips;929002995001;8719514339989;0,206
SHP0050;Philips Hue - White and Color Ambiance - Tischlampe - LED - Klasse G;BABHOME;CE;;18;97,44;PHILIPS;Philips;929003128501;8719514404595;1,852
SHP0072;Philips Hue White ambiance - LED-Spot-Glühbirne - GU10 - 4.2 W - Klasse E - warmweißes bis kaltweiß;BABHOME;CE;;4;30,96;PHILIPS;Philips;929003666702;8720169230033;0,15
SHP0126;Philips Hue White ambiance - LED-Lampe - Form: B39 - E14 - 4 W (Entsprechung 25 W);BABHOME;CE;;2;40,60;PHILIPS;Philips;929002294404;8719514356733;0,148
SHP0127;Philips Hue White and Colour Ambiance - LED-Lampe - Form: B39 - E14 - 4 W (Entsprechung 25 W);BABHOME;CE;;4;45,68;PHILIPS;Philips;929002294204;8719514356610;0,116
SHP0130;Philips Hue White and Color Ambiance - LED-Lampe - Form: B39 - E14 - 4 W (Entsprechung 25 W);BABHOME;CE;;5;77,14;PHILIPS;Philips;929002294205;8719514356719;0,14
SHP0131;Philips Hue White - LED-Lampe - Form: P45 - E14 - 5.7 W (Entsprechung 40 W);BABHOME;CE;;3;28,93;PHILIPS;Philips;929002440604;8719514356771;0,14
SHP0147;Philips Hue White and Color Ambiance Play extension;BABHOME;CE;;3;45,68;PHILIPS;Philips;915005735501;8718696170809;0,546
SOFM0091;Microsoft 365 Family - Abonnement-Lizenz (1 Jahr) - Digital Key;SOFTWARE;MICROSOFT;;40;77,14;MS;Microsoft;;;0
SOFM0092;Microsoft 365 Single - Abonnement-Lizenz (1 Jahr) - Digital Key;SOFTWARE;MICROSOFT;;315;57,86;MS;Microsoft;;4255809918346;0
SOFN0001;Norton 360 for Gamers;SOFT;;;500;4,90;NORTON;Norton;21436333;5397231022495;0,00483
SSDC0076;HDSSD M.2 (2280) 1TB Crucial P310 Plus NVMe Box;FESTPLATTE;SSD;;1;116,73;CRUCIAL;Crucial;CT1000P310SSD8;0649528942081;0,037
SSDC0078;Crucial P310 Gen4 2280 2TB NVMe PCIe M.2 SSD mit heatsink;FESTPLATTE;SSD;;16;219,24;CRUCIAL;Crucial;CT2000P310SSD5;0649528944771;0,07
SSDK0018;HDSSD 2.5" SA400S37/960G Kingston SSD 960GB A400;FESTPLATTE;SSD;;27;109,51;KINGSTON;Kingston;SA400S37/960G;0740617277357;0,053
SSDK0040;Kingston SNV3S/1000G - SSD - 1 TB - intern - M.2 2280 - PCIe 4.0 x4 (NVMe);FESTPLATTE;SSD;;25;114,00;KINGSTON;Kingston;SNV3S/1000G;740617344790;0,0356
SSDK1002;HDSSD 2,5" 480GB Kioxia Exceria SATA 6Gbit/s;FESTPLATTE;SSD;;138;71,55;KIOXIA;Kioxia;LTC10Z480GG8;4582563851856;0,1157
SSDK1003;HDSSD 2,5" 960GB Kioxia Exceria SATA 6Gbit/s;FESTPLATTE;SSD;;2;117,08;KIOXIA;Kioxia;LTC10Z960GG8;4582563851863;0,1149
SSDK1016;SSD M.2 (2280) Kioxia Exceria Plus G3 NVMe 1TB;FESTPLATTE;SSD;;40;138,77;KIOXIA;Kioxia;LSD10Z001TG8;4582563857872;0,06
SSDK1017;SSD M.2 (2280) Kioxia Exceria Plus G3 NVMe 2TB;FESTPLATTE;SSD;;71;190,37;KIOXIA;Kioxia;LSD10Z002TG8;4582563857889;0,0548
SSDK1023;SSD M.2 (2280) Kioxia Exceria Plus G4 NVMe 1TB;FESTPLATTE;SSD;;34;148,30;KIOXIA;Kioxia;LVD10Z001TG8;4582563859975;0,0564
SSDK1024;SSD M.2 (2280) Kioxia Exceria Plus G4 NVMe 2TB;FESTPLATTE;SSD;;120;196,88;KIOXIA;Kioxia;LVD10Z002TG8;4582563859982;0,0565
SSDK1028;SSD Kioxia Exceria Plus G2 Portable 2TB USB 3.2;FESTPLATTE;SSD;;55;224,63;KIOXIA;Kioxia;LXD20K002TG8;4582563859630;0,158
SSDK1029;SSD M.2 (2280) Kioxia Exceria Basic NVMe 1TB;FESTPLATTE;SSD;;233;125,76;KIOXIA;Kioxia;LSF10Z001TG8;4582761161108;0,0508
SSDK1030;SSD M.2 (2280) Kioxia Exceria Basic NVMe 2TB;FESTPLATTE;SSD;;500;203,38;KIOXIA;Kioxia;LSF10Z002TG8;4582761161115;0,0512
SSDK1033;SSD Kioxia Exceria G3 1TB (PCIe5.0/NVMe);FESTPLATTE;SSD;;123;137,90;KIOXIA;Kioxia;LVC10Z001TG8;4582761161504;0,0512
SSDK1034;SSD Kioxia Exceria G3 2TB (PCIe5.0/NVMe);FESTPLATTE;SSD;;137;200,18;KIOXIA;Kioxia;LVC10Z002TG8;4582761161511;0,0512
SSDK1035;SSD Kioxia Exceria Pro G2 1TB (PCIe5.0/NVMe);FESTPLATTE;SSD;;120;167,39;KIOXIA;Kioxia;LVE10Z1T02G8;4582761160286;0,06
SSDK1036;SSD Kioxia Exceria Pro G2 2TB (PCIe5.0/NVMe);FESTPLATTE;SSD;;56;280,14;KIOXIA;Kioxia;LVE10Z2T04G8;4582761160293;0,06
SSDL0010;SSD M.2 Lexar NM620 256GB NVME PCIe Gen. 3;FESTPLATTE;SSD;;26;61,49;LEXAR;Lexar;LNM620X256G-RNNNG;0843367123148;0,057
SSDL0011;SSD M.2 Lexar NM620 512GB NVME PCIe Gen. 3;FESTPLATTE;SSD;;47;87,16;LEXAR;Lexar;LNM620X512G-RNNNG;0843367123155;0,066
SSDL0012;SSD M.2 Lexar NM620 1TB NVME PCIe Gen. 3;FESTPLATTE;SSD;;95;114,92;LEXAR;Lexar;LNM620X001T-RNNNG;0843367123162;0,07
SSDL0022;Lexar 2TB High Speed NM620 PCIe Gen3 with 4;FESTPLATTE;SSD;;7;216,83;LEXAR;Lexar;LNM620X002T-RNNNG;0843367123179;0,048
SSDL0024;SSD M.2 Lexar 1TB NM710 PCIe Gen4x4 NVMe ;FESTPLATTE;SSD;;8;118,22;LEXAR;Lexar;LNM710X001T-RNNNG;0843367129706;0,066
SSDL0031;SSD M.2 Lexar 1TB PCIe Gen 4X4 NM790 NVMe;FESTPLATTE;SSD;;497;136,16;LEXAR;Lexar;LNM790X001T-RNNNG;0843367130283;0,068
SSDL0032;SSD M.2 Lexar 2TB PCIe Gen 4X4 NM790 NVMe;FESTPLATTE;SSD;;292;184,30;LEXAR;Lexar;LNM790X002T-RNNNG;0843367130290;0,066
SSDL0040;SSD M.2 Lexar 1TB PCIe Gen 4X4 NQ790 NVMe;FESTPLATTE;SSD;;15;115,60;LEXAR;Lexar;LNQ790X001T-RNNNG;0843367132218;0,06783
SSDL0041;SSD M.2 Lexar 2TB PCIe Gen 4X4 NQ790 NVMe;FESTPLATTE;SSD;;328;180,41;LEXAR;Lexar;LNQ790X002T-RNNNG;0843367132225;0,0685
SSDL0042;SSD M.2 Lexar 4TB PCIe Gen 4X4 NQ790 NVMe;FESTPLATTE;SSD;;30;299,22;LEXAR;Lexar;LNQ790X004T-RNNNG;0843367132232;0,06917
SSDL0044;SSD M.2 Lexar 1TB PCIe Gen 5 NM1090 Pro NVMe;FESTPLATTE;SSD;;22;158,72;LEXAR;Lexar;LNM109P001T-RNNNG;0843367136780;0,0612
SSDL0045;SSD M.2 Lexar 2TB PCIe Gen 5 NM1090 Pro NVMe;FESTPLATTE;SSD;;9;253,69;LEXAR;Lexar;LNM109P002T-RNNNG;0843367136797;0,061
SSDL0046;SSD M.2 Lexar 4TB PCIe Gen 5 NM1090 Pro NVMe;FESTPLATTE;SSD;;2;488,30;LEXAR;Lexar;LNM109P004T-RNNNG;0843367136803;0,06
SSDL0047;SSD M.2 Lexar 1TB PCIe Gen 5 NM990 NVMe;FESTPLATTE;SSD;;25;151,69;LEXAR;Lexar;LNM990X001T-RNNNG;0843367136841;0,068
SSDL0048;SSD M.2 Lexar 2TB PCIe Gen 5 NM990 NVMe;FESTPLATTE;SSD;;2;248,92;LEXAR;Lexar;LNM990X002T-RNNNG;0843367136858;0,067
SSDL0050;SSD M.2 Lexar 1TB PCIe Gen 4X4 NQ780 NVMe;FESTPLATTE;SSD;;149;125,76;LEXAR;Lexar;LNQ780X001T-RNNNG;843367137008;0,066
SSDS0095;HDSSD 2.5 (Sata) 250GB Samsung 870 EVO Basic;FESTPLATTE;SSD;;40;107,90;SAMSUNG;Samsung;MZ-77E250B/EU;8806090545931;0,12767
SSDS0096;HDSSD 2.5 (Sata) 500GB Samsung 870 EVO Basic;FESTPLATTE;SSD;;20;154,90;SAMSUNG;Samsung;MZ-77E500B/EU;8806090545924;0,125
SSDS0097;HDSSD 2.5 (Sata) 1TB Samsung 870 EVO Basic;FESTPLATTE;SSD;;1;249,90;SAMSUNG;Samsung;MZ-77E1T0B/EU;8806090545917;0,127
SSDS0110;SSD M.2 (2280) 1TB Samsung 990 PRO (PCIe/NVMe);FESTPLATTE;SSD;;147;184,90;SAMSUNG;Samsung;MZ-V9P1T0BW;8806094215021;0,122
SSDS0111;SSD M.2 (2280) 2TB Samsung 990 PRO (PCIe/NVMe);FESTPLATTE;SSD;;178;280,90;SAMSUNG;Samsung;MZ-V9P2T0BW;8806094215038;0,10917
SSDS0113;SSD M.2 (2280) 1TB Samsung 990 PRO Heatsink (PCIe/NVMe);FESTPLATTE;SSD;;20;195,90;SAMSUNG;Samsung;MZ-V9P1T0CW;8806094413748;0,111
SSDS0115;SSD M.2 (2280) 4TB Samsung 990 PRO (PCIe/NVMe);FESTPLATTE;SSD;;5;499,00;SAMSUNG;Samsung;MZ-V9P4T0BW;8806094947205;0,125
SSDS0121;SSD M.2 (2280) 1TB Samsung 990 EVO Plus;FESTPLATTE;SSD;;1;174,90;SAMSUNG;Samsung;MZ-V9S1T0BW;8806095575674;0,11
SSDS0122;SSD M.2 (2280) 2TB Samsung 990 EVO Plus;FESTPLATTE;SSD;;25;255,90;SAMSUNG;Samsung;MZ-V9S2T0BW;8806095575650;0,10933
SSDS0123;SSD M.2 (2280) 4TB Samsung 990 EVO Plus;FESTPLATTE;SSD;;5;464,90;SAMSUNG;Samsung;MZ-V9S4T0BW;8806095575667;0,10833
SSDS0124;SSD M.2 (2280) 1TB Samsung 9100 PRO (PCIe 5.0/NVMe);FESTPLATTE;SSD;;5;195,90;SAMSUNG;Samsung;MZ-VAP1T0BW;8806095811628;0,0876
SSDW0034;HDSSD M.2 500GB WD Red SA500 NAS SSD;FESTPLATTE;SSD;;10;179,53;WD;Western Digital;WDS500G1R0B;0718037872353;0,051
SSDW0036;HDSSD M.2 2TB WD Red SA500 NAS SSD;FESTPLATTE;SSD;;9;338,25;WD;Western Digital;WDS200T1R0B;0718037872339;0,0598
SSDW0069;HDSSD 2.5" 1 TB WD Blue™ SA510 PC 3D SSD 7mm;FESTPLATTE;SSD;;73;137,04;WD;Western Digital;WDS100T3B0A;0718037884653;0,06
SSDW0070;HDSSD 2.5" 500 GB WD Blue™ SA510 3D PC SSD 7mm;FESTPLATTE;SSD;;100;110,61;WD;Western Digital;WDS500G3B0A;0718037884639;0,066
SSDW0071;HDSSD M.2 1 TB WD Black™ SN850X NVMe;FESTPLATTE;SSD;;100;166,52;WD;Western Digital;WDS100T2X0E;0718037891392;0,044
SSDW0075;HDSSD M.2 4 TB WD Black™ SN850X NVMe;FESTPLATTE;SSD;;1;451,01;WD;Western Digital;WDS400T2X0E;0718037891378;0,048
SSDW0083;HDSSD M.2 500 GB WD Blue™ SN5000 NVMe;FESTPLATTE;SSD;;49;120,56;WD;Western Digital;WDS500G4B0E;0718037894850;0,058
SSDW0084;HDSSD M.2 1TB WD Blue™ SN5000 NVMe;FESTPLATTE;SSD;;20;148,30;WD;Western Digital;WDS100T4B0E;0718037894843;0,058
SSDW0085;HDSSD M.2 2TB WD Blue™ SN5000 NVMe;FESTPLATTE;SSD;;12;225,50;WD;Western Digital;WDS200T4B0E;0718037893228;0,058
SSDW0088;HDSSD 2,5" 2TB WD Red SA500 NAS SSD;FESTPLATTE;SSD;;7;372,07;WD;Western Digital;WDS200T2R0A;0718037903613;0,0803
SSDW0089;HDSSD 2.5" 2 TB WD Blue™ SA510 PC 3D SSD 7mm;FESTPLATTE;SSD;;10;259,32;WD;Western Digital;WDS200T3B0A;0718037884660;0,0812
SSDW0091;HDSSD M.2 1TB WD Black™ SN7100 NVMe;FESTPLATTE;SSD;;41;135,74;WD;Western Digital;WDS100T4X0E;0718037893204;0,0578
SSDW0092;HDSSD M.2 2TB WD Black™ SN7100 NVMe;FESTPLATTE;SSD;;60;224,63;WD;Western Digital;WDS200T4X0E;0718037893211;0,0604
SSDW0094;HDSSD M.2 1TB WD Black™ SN8100 NVMe PCI5.0;FESTPLATTE;SSD;;37;208,15;WD;Western Digital;WDS100T1X0M;0619659220884;0,061
SSDW0095;HDSSD M.2 2TB WD Black™ SN8100 NVMe PCI5.0;FESTPLATTE;SSD;;18;340,85;WD;Western Digital;WDS200T1X0M;0619659220860;0,058
SSDW0097;HDSSD M.2 1TB WD Blue™ SN5100 NVMe;FESTPLATTE;SSD;;104;129,23;WD;Western Digital;WDS100T5B0E;0718037906256;0,0594
SSDW0100;HDSSD M.2 2TB WD Blue™ SN5100 NVMe;FESTPLATTE;SSD;;20;210,33;WD;Western Digital;WDS200T5B0E;0718037906263;0,0572
SSDW0101;HDSSD M.2 500GB WD Blue™ SN5100 NVMe;FESTPLATTE;SSD;;243;88,03;WD;Western Digital;WDS500G5B0E;0718037906287;0,0548
SSDW0102;HDSSD M.2 1TB WD Green™ SN3000 NVMe;FESTPLATTE;SSD;;6;110,61;WD;Western Digital;WDS100T4G0E;0718037907154;0,056
SUPA0028;Apple Lightning auf USB 2m Kabel;BABHOME;CE;;500;6,70;APPLE;Apple;MD819ZM/A;0885909627448;0,0666
SUPA0096;Apple USB-C to Lightning Cable - 2m;BABHOME;CE;;500;9,44;APPLE;Apple;MQGH2ZM/A;0190198496201;0,093
SUPA0171;Apple USB-C to Lightning Cable - 1m;BABHOME;CE;;495;8,02;APPLE;Apple;MM0A3ZM/A;0194252750872;0,0488
SUPA0197;Apple USB-C auf USB-C 2m Kabel ;BABHOME;CE;;500;8,63;APPLE;Apple;MLL82ZM/A;0888462698429;0,1058
SUPA0199;Apple USB-C auf USB-C 1m Kabel - Geflochten/Woven ;BABHOME;CE;;201;9,64;APPLE;Apple;MQKJ3ZM/A;0194253494850;0,046
SUPA0204;Apple - USB Typ-C-Kabel - 24 pin USB-C zu 24 pin USB-C - 2 m;BABHOME;CE;;167;15,83;APPLE;Apple;MU2G3ZM/A;0195949093432;0,1223
SUPA0209;Apple EarPods mit Fernbedienung und Mikrofon;BABHOME;CE;;45;12,38;APPLE;Apple;MWU53ZM/A;0195949508967;0,053
SUPA0218;Apple EarPods - Ohrhörer mit Mikrofon ;BABHOME;CE;;204;12,48;APPLE;Apple;MWTY3ZM/A;0195949506123;0,056
SUPA0219;Apple USB-C to Lightning Cable - Lightning-Kabel - USB-C - 1m ;BABHOME;CE;;129;8,12;APPLE;Apple;MUQ93ZM/A;0195949085611;0,048
SUPA0222;Apple Lightning-Kabel - 24 pin USB-C männlich zu Lightning männlich;BABHOME;CE;;500;10,15;APPLE;Apple;MW2R3ZM/A;0195949333989;0,087
SUPA0224;Apple Lightning Digital AV Adapter - Lightning-Kabel;BABHOME;CE;;215;38,47;APPLE;Apple;MW2P3ZM/A;0195949333002;0,044
SUPA0228;Apple Lightning-Kabel - Lightning / USB - 1 m;BABHOME;CE;;358;8,12;APPLE;Apple;MUQW3ZM/A;0195949087714;0,0492
SUPA0229;Apple USB-Kabel - 24 pin USB-C (M) zu 24 pin USB-C (M) 1m ;BABHOME;CE;;500;9,95;APPLE;Apple;MW493ZM/A;0195949371905;0,05
SUPA0230;Apple USB-Kabel - 24 pin USB-C (M) zu 24 pin USB-C (M) 2m;BABHOME;CE;;308;17,71;APPLE;Apple;MYQT3ZM/A;0195949775390;0,1194
SUPA0234;Apple - 20W USB-C Power Adapter (EU) ;BABHOME;CE;;500;14,01;APPLE;Apple;MD3J4ZM/A;0195950084658;0,1052
SUPA0236;Apple 20W USB-C Power Adapter Netzteil - USB-C - 20 Watt;BABHOME;CE;;1;13,40;APPLE;Apple;MHJE3ZM/A;0194252157022;0,1206
SUPA0242;Apple AirTag 4er-Pack 2026			;BABHOME;DV;;195;73,08;APPLE;Apple;MFEA4ZM/A;0195950667523;0,1081
SUPA1046;Amazon Echo Dot Max - Sphärisch - Weiß;BABHOME;CE;;124;70,04;AMAZON;Amazon;B0DKLVWZPF;0840414681804;0
SUPB1045;Bose QuietComfort Ultra weiß;BABHOME;CE;;32;225,33;BOSE;Bose;880066-0200;0017817846141;0,693
SUPB1046;Bose QuietComfort Ultra Earbuds black;BABHOME;CE;;39;144,13;BOSE;Bose;882826-0010;0017817847681;0,179
SUPB1047;Bose QuietComfort Ultra Earbuds white;BABHOME;CE;;32;144,64;BOSE;Bose;882826-0020;0017817847643;0,18
SUPB1054;Bose Ultra Open Earbuds | White;BABHOME;CE;;2;165,45;BOSE;Bose;881046-0020;0017817846912;0,17
SUPB1060;Bose QuietComfort Ultra 2.Gen black;BABHOME;CE;;50;289,28;BOSE;Bose;890101-0100;0017817859585;0,455
SUPB1061;Bose QuietComfort Ultra 2.Gen white;BABHOME;CE;;11;291,31;BOSE;Bose;890101-0200;0017817859561;0,435
SUPB1062;Bose QuietComfort Ultra 2.Gen Wüstengold;BABHOME;CE;;10;289,28;BOSE;Bose;890101-0400;0017817859516;0,27
SUPB1065;Bose SoundLink Flex 2nd - Black;BABHOME;CE;;21;100,49;BOSE;Bose;887612-0100;0017817852470;0,752
SUPB1066;Bose SoundLink Micro - Lautsprecher - tragbar;BABHOME;CE;;21;61,92;BOSE;Bose;783342-0100;0017817768429;0,482
SUPC0008;Connect IT BATTLE headset USB GH1000 w/mic***;BABHOME;CE;;15;19,29;CONIT;Connect IT;CI-205;8595610601256;0,38
SUPC0009;Connect IT SNIPER GH3300 USB w/mic black***;BABHOME;CE;;36;60,90;CONIT;Connect IT;CI-256;8595610601959;0,66
SUPC0010;Connect IT PC headset black/silver w/mic***;BABHOME;CE;;25;7,11;CONIT;Connect IT;CI-70;8594158528063;0,31
SUPC0088;CHERRY Xtrfy M42 - Maus - optisch - kabellos - Schwarz ;PERIPHERIE;CHERRY;KOMPONENTEN;145;57,86;CHERRY;Cherry;M42W-RGB-BLACK;7340086912839;0,33167
SUPC0089;CHERRY UM 9.0 PRO RGB - Mikrofon - Schwarz, Bronze;PERIPHERIE;CHERRY;KOMPONENTEN;358;35,53;CHERRY;Cherry;JA-0720;4025112099915;1,43333
SUPC2000;Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (White);BABHOME;CE;;88;28,42;CHIPOLO;Chipolo;RWS.0000001;850047123503;0,042
SUPC2001;Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (Yellow);BABHOME;CE;;30;28,42;CHIPOLO;Chipolo;RWS.0000002;850047123510;0,042
SUPC2002;Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (Red);BABHOME;CE;;24;28,42;CHIPOLO;Chipolo;RWS.0000003;850047123527;0,042
SUPC2003;Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (Blue);BABHOME;CE;;24;28,42;CHIPOLO;Chipolo;RWS.0000004;850047123534;0,042
SUPC2004;Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (Green);BABHOME;CE;;27;28,42;CHIPOLO;Chipolo;RWS.0000005;850047123541;0,042
SUPC2005;Chipolo POP - Tracking tag compatible with Apple Find My on iPhone or Find Hub on Android (Black);BABHOME;CE;;383;28,42;CHIPOLO;Chipolo;RWS.0000006;850047123558;0,044
SUPC2006;Chipolo POP 4 Pack -Tracking tag compatible with Apple Find My on iPhone or Find Hub  (Black);BABHOME;CE;;36;76,13;CHIPOLO;Chipolo;RWS.0000007;850047123565;0,092
SUPC2007;Chipolo POP 4 Pack - Tracking tag compatible with Apple Find My on iPhone (Black, Red, White, Blue) ;BABHOME;CE;;19;76,13;CHIPOLO;Chipolo;RWS.0000008;0850047123572;0,092
